query,model_name,performance,embedding_id
What does this code do: const data = await api.get(),powerful,0.6562,296
Write a migration script to cache results,fast,0.6802,466
Write a migration script to cache results,balanced,0.9211,466
Write a migration script to cache results,powerful,0.6844,466
Query logs where status = 'active',fast,0.6703,608
Query logs where status = 'active',balanced,0.9791,608
Query logs where status = 'active',powerful,0.5844,608
Create a utility function for error handling,fast,0.695,533
Create a utility function for error handling,balanced,0.9508,533
Create a utility function for error handling,powerful,0.6727,533
Write a queue class,fast,0.5806,275
Write a queue class,balanced,0.9485,275
Write a queue class,powerful,0.702,275
/plan view plan-123,fast,0.5207,319
/plan view plan-123,balanced,0.8748,319
/plan view plan-123,powerful,0.7383,319
Debug this issue: manages sessions,fast,0.6959,364
Debug this issue: manages sessions,balanced,0.9201,364
Debug this issue: manages sessions,powerful,0.5929,364
Update the plan to include add error handling,fast,0.6798,446
Update the plan to include add error handling,balanced,0.9785,446
Update the plan to include add error handling,powerful,0.5782,446
This test is failing: test_database_connection,fast,0.6614,366
This test is failing: test_database_connection,balanced,0.9478,366
This test is failing: test_database_connection,powerful,0.5652,366
Fix this error: Connection refused,fast,0.6501,282
Fix this error: Connection refused,balanced,0.9249,282
Fix this error: Connection refused,powerful,0.6192,282
Fix the flaky test in test_integration.py,fast,0.7276,255
Fix the flaky test in test_integration.py,balanced,0.86,255
Fix the flaky test in test_integration.py,powerful,0.5439,255
Write a SQL query to format dates,fast,0.6554,227
Write a SQL query to format dates,balanced,0.8555,227
Write a SQL query to format dates,powerful,0.5949,227
Write tests for auth service,fast,0.6087,452
Write tests for auth service,balanced,0.8534,452
Write tests for auth service,powerful,0.6498,452
Write a function to retry failed requests,fast,0.7214,408
Write a function to retry failed requests,balanced,0.8991,408
Write a function to retry failed requests,powerful,0.6592,408
Why is task queue throwing ValidationError?,fast,0.5688,407
Why is task queue throwing ValidationError?,balanced,0.8695,407
Why is task queue throwing ValidationError?,powerful,0.5944,407
Find the bug in this code: if (user) { return user.name },fast,0.6032,267
Find the bug in this code: if (user) { return user.name },balanced,0.9537,267
Find the bug in this code: if (user) { return user.name },powerful,0.6279,267
Query sessions where status = 'active',fast,0.5916,290
Query sessions where status = 'active',balanced,0.9568,290
Query sessions where status = 'active',powerful,0.6963,290
Rename doSomething to processUserData,fast,0.6381,331
Rename doSomething to processUserData,balanced,0.8551,331
Rename doSomething to processUserData,powerful,0.6174,331
Add type hints to process_request,fast,0.5601,388
Add type hints to process_request,balanced,0.9283,388
Add type hints to process_request,powerful,0.6536,388
Write unit tests for validate_input,fast,0.5888,470
Write unit tests for validate_input,balanced,0.9798,470
Write unit tests for validate_input,powerful,0.6931,470
Update the Docker image for redis,fast,0.5314,237
Update the Docker image for redis,balanced,0.8579,237
Update the Docker image for redis,powerful,0.7005,237
Find the bug in this code: for item in items: process(item),fast,0.5632,365
Find the bug in this code: for item in items: process(item),balanced,0.9187,365
Find the bug in this code: for item in items: process(item),powerful,0.7226,365
Update the Docker image for api,fast,0.5654,436
Update the Docker image for api,balanced,0.9453,436
Update the Docker image for api,powerful,0.7405,436
Resolve the merge conflict in docker-compose.yml,fast,0.7371,492
Resolve the merge conflict in docker-compose.yml,balanced,0.9148,492
Resolve the merge conflict in docker-compose.yml,powerful,0.7327,492
Scale postgres to 10 instances,fast,0.6795,620
Scale postgres to 10 instances,balanced,0.8744,620
Scale postgres to 10 instances,powerful,0.6619,620
Split this file into smaller modules,fast,0.5669,239
Split this file into smaller modules,balanced,0.8701,239
Split this file into smaller modules,powerful,0.5164,239
Split this file into smaller modules,fast,0.6548,239
Split this file into smaller modules,balanced,0.8884,239
Split this file into smaller modules,powerful,0.5427,239
/plan list,fast,0.6613,249
/plan list,balanced,0.9367,249
/plan list,powerful,0.5769,249
Implement pagination for /api/tasks,fast,0.5052,418
Implement pagination for /api/tasks,balanced,0.9643,418
Implement pagination for /api/tasks,powerful,0.6891,418
Why is response undefined?,fast,0.6806,256
Why is response undefined?,balanced,0.9599,256
Why is response undefined?,powerful,0.6077,256
Help me fix this bug in .env,fast,0.7402,510
Help me fix this bug in .env,balanced,0.8827,510
Help me fix this bug in .env,powerful,0.6155,510
Write tests for websocket handler,fast,0.5729,325
Write tests for websocket handler,balanced,0.9777,325
Write tests for websocket handler,powerful,0.5975,325
Configure docker for development,fast,0.7166,581
Configure docker for development,balanced,0.8555,581
Configure docker for development,powerful,0.6008,581
Explain the difference between {a} and {b},fast,0.6803,303
Explain the difference between {a} and {b},balanced,0.898,303
Explain the difference between {a} and {b},powerful,0.6359,303
Cherry-pick commit HEAD~1 to develop,fast,0.7398,551
Cherry-pick commit HEAD~1 to develop,balanced,0.9685,551
Cherry-pick commit HEAD~1 to develop,powerful,0.5058,551
Fix this error: Timeout exceeded,fast,0.5943,558
Fix this error: Timeout exceeded,balanced,0.9035,558
Fix this error: Timeout exceeded,powerful,0.5699,558
Add a new field to the Memory model,fast,0.6439,356
Add a new field to the Memory model,balanced,0.9559,356
Add a new field to the Memory model,powerful,0.6263,356
Implement caching in Python,fast,0.5921,621
Implement caching in Python,balanced,0.9223,621
Implement caching in Python,powerful,0.6252,621
Resolve the merge conflict in .env,fast,0.5829,330
Resolve the merge conflict in .env,balanced,0.9764,330
Resolve the merge conflict in .env,powerful,0.6164,330
Add validation to /api/memories,fast,0.5094,441
Add validation to /api/memories,balanced,0.9393,441
Add validation to /api/memories,powerful,0.5144,441
Add a new field to the Order model,fast,0.5512,538
Add a new field to the Order model,balanced,0.8781,538
Add a new field to the Order model,powerful,0.7424,538
Configure postgres for development,fast,0.6468,622
Configure postgres for development,balanced,0.9649,622
Configure postgres for development,powerful,0.5305,622
What does this code do: async function fetch() {},fast,0.7015,298
What does this code do: async function fetch() {},balanced,0.8617,298
What does this code do: async function fetch() {},powerful,0.6778,298
Write unit tests for validate_input,fast,0.6166,470
Write unit tests for validate_input,balanced,0.9642,470
Write unit tests for validate_input,powerful,0.5309,470
Implement error handling for validate_input,fast,0.7439,268
Implement error handling for validate_input,balanced,0.8813,268
Implement error handling for validate_input,powerful,0.5229,268
Squash the last 10 commits,fast,0.5542,523
Squash the last 10 commits,balanced,0.9026,523
Squash the last 10 commits,powerful,0.5808,523
What does this code do: async function fetch() {},fast,0.7206,298
What does this code do: async function fetch() {},balanced,0.9611,298
What does this code do: async function fetch() {},powerful,0.6808,298
Fix this error: Timeout exceeded,fast,0.6896,558
Fix this error: Timeout exceeded,balanced,0.8926,558
Fix this error: Timeout exceeded,powerful,0.5973,558
Add integration tests for /api/agents,fast,0.6947,316
Add integration tests for /api/agents,balanced,0.9436,316
Add integration tests for /api/agents,powerful,0.6311,316
Create a Python function that handles user authentication,fast,0.7279,295
Create a Python function that handles user authentication,balanced,0.8771,295
Create a Python function that handles user authentication,powerful,0.5066,295
Write a tree class,fast,0.5267,526
Write a tree class,balanced,0.9512,526
Write a tree class,powerful,0.528,526
Why is config undefined?,fast,0.631,302
Why is config undefined?,balanced,0.8517,302
Why is config undefined?,powerful,0.6721,302
Join orders with products on status,fast,0.6823,521
Join orders with products on status,balanced,0.957,521
Join orders with products on status,powerful,0.649,521
Convert this callback to async/await,fast,0.7292,228
Convert this callback to async/await,balanced,0.9647,228
Convert this callback to async/await,powerful,0.67,228
Move task queue to lib/,fast,0.698,595
Move task queue to lib/,balanced,0.8674,595
Move task queue to lib/,powerful,0.5145,595
Add authentication to /login,fast,0.7021,433
Add authentication to /login,balanced,0.9632,433
Add authentication to /login,powerful,0.6598,433
/plan list,fast,0.5717,249
/plan list,balanced,0.9201,249
/plan list,powerful,0.5565,249
Move auth service to shared/,fast,0.5857,552
Move auth service to shared/,balanced,0.8534,552
Move auth service to shared/,powerful,0.5348,552
Add type hints to process_request,fast,0.5427,388
Add type hints to process_request,balanced,0.944,388
Add type hints to process_request,powerful,0.7354,388
Update the plan to include update documentation,fast,0.6265,351
Update the plan to include update documentation,balanced,0.8596,351
Update the plan to include update documentation,powerful,0.6128,351
Join orders with products on user_id,fast,0.5231,623
Join orders with products on user_id,balanced,0.9714,623
Join orders with products on user_id,powerful,0.6739,623
Add a new field to the Order model,fast,0.6299,538
Add a new field to the Order model,balanced,0.9029,538
Add a new field to the Order model,powerful,0.6868,538
Set up environment variables for pagination,fast,0.5053,597
Set up environment variables for pagination,balanced,0.953,597
Set up environment variables for pagination,powerful,0.5594,597
Move websocket handler to shared/,fast,0.7416,624
Move websocket handler to shared/,balanced,0.9467,624
Move websocket handler to shared/,powerful,0.6298,624
Debug this issue: handles user authentication,fast,0.6866,310
Debug this issue: handles user authentication,balanced,0.9054,310
Debug this issue: handles user authentication,powerful,0.7116,310
Write tests for router,fast,0.7187,458
Write tests for router,balanced,0.8572,458
Write tests for router,powerful,0.7212,458
Set up environment variables for logging,fast,0.5995,251
Set up environment variables for logging,balanced,0.929,251
Set up environment variables for logging,powerful,0.7045,251
Write a hash map class,fast,0.5385,231
Write a hash map class,balanced,0.9092,231
Write a hash map class,powerful,0.5801,231
Explain how memory system works,fast,0.7382,487
Explain how memory system works,balanced,0.9498,487
Explain how memory system works,powerful,0.5635,487
Add batch_size to the config,fast,0.513,289
Add batch_size to the config,balanced,0.9059,289
